,date,acdc,load,pv,workday
353,2023-09-11 09:00:00,85.0,204.34,122.1,1
354,2023-09-11 10:00:00,75.6,231.31,158.1,1
355,2023-09-11 11:00:00,83.4,245.76,162.7,1
356,2023-09-11 12:00:00,157.0,245.87,87.6,1
357,2023-09-11 13:00:00,83.1,244.81,160.1,1
358,2023-09-11 14:00:00,79.9,245.95,167.3,1
359,2023-09-11 15:00:00,105.9,246.01,139.0,1
360,2023-09-11 16:00:00,166.2,241.85,76.3,1
361,2023-09-11 17:00:00,197.8,215.77,22.9,1
362,2023-09-11 18:00:00,201.8,202.52,1.2,1
363,2023-09-11 19:00:00,189.2,184.59,0.0,1
364,2023-09-11 20:00:00,177.6,172.35,0.0,1
365,2023-09-11 21:00:00,128.6,125.39,0.0,1
366,2023-09-11 22:00:00,94.4,87.84,0.0,1
367,2023-09-11 23:00:00,61.5,59.04,0.0,1
368,2023-09-12 00:00:00,43.0,39.24,0.0,1
369,2023-09-12 01:00:00,33.1,30.06,0.0,1
370,2023-09-12 02:00:00,43.2,41.23,0.0,1
371,2023-09-12 03:00:00,43.6,44.34,0.0,1
372,2023-09-12 04:00:00,71.7,71.15,0.0,1
373,2023-09-12 05:00:00,88.6,87.38,0.0,1
374,2023-09-12 06:00:00,93.1,87.5,0.4,1
375,2023-09-12 07:00:00,100.3,112.23,11.9,1
376,2023-09-12 08:00:00,114.9,159.54,44.9,1
377,2023-09-12 09:00:00,113.3,201.54,87.5,1
378,2023-09-12 10:00:00,74.4,221.39,145.1,1
379,2023-09-12 11:00:00,55.8,236.36,181.1,1
380,2023-09-12 12:00:00,108.0,235.1,127.8,1
381,2023-09-12 13:00:00,113.8,243.96,126.1,1
382,2023-09-12 14:00:00,118.5,245.98,125.0,1
383,2023-09-12 15:00:00,146.1,245.82,95.8,1
384,2023-09-12 16:00:00,184.5,240.44,52.8,1
385,2023-09-12 17:00:00,189.8,217.09,30.3,1
386,2023-09-12 18:00:00,198.8,202.28,1.6,1
387,2023-09-12 19:00:00,184.7,183.23,0.0,1
388,2023-09-12 20:00:00,170.6,169.49,0.0,1
389,2023-09-12 21:00:00,125.2,123.23,0.0,1
390,2023-09-12 22:00:00,89.8,88.57,0.0,1
391,2023-09-12 23:00:00,58.1,59.12,0.0,1
392,2023-09-13 00:00:00,41.2,39.26,0.0,1
393,2023-09-13 01:00:00,29.0,30.16,0.0,1
394,2023-09-13 02:00:00,42.9,43.16,0.0,1
395,2023-09-13 03:00:00,43.2,44.33,0.0,1
396,2023-09-13 04:00:00,71.2,70.61,0.0,1
397,2023-09-13 05:00:00,86.1,87.25,0.0,1
398,2023-09-13 06:00:00,88.6,87.93,0.1,1
399,2023-09-13 07:00:00,97.9,111.51,10.6,1
400,2023-09-13 08:00:00,126.6,158.83,28.3,1
401,2023-09-13 09:00:00,129.5,203.37,72.7,1
402,2023-09-13 10:00:00,165.2,226.65,59.2,1
403,2023-09-13 11:00:00,199.2,233.84,36.2,1
404,2023-09-13 12:00:00,186.0,232.58,48.0,1
405,2023-09-13 13:00:00,185.6,231.98,48.0,1
406,2023-09-13 14:00:00,181.9,237.64,54.9,1
407,2023-09-13 15:00:00,198.1,232.95,35.3,1
408,2023-09-13 16:00:00,222.0,231.47,9.2,1
409,2023-09-13 17:00:00,214.2,216.56,0.1,1
410,2023-09-13 18:00:00,193.0,190.46,0.0,1
411,2023-09-13 19:00:00,184.3,182.45,0.0,1
412,2023-09-13 20:00:00,168.9,166.47,0.0,1
413,2023-09-13 21:00:00,125.2,121.48,0.0,1
414,2023-09-13 22:00:00,88.7,89.4,0.0,1
415,2023-09-13 23:00:00,57.1,58.18,0.0,1
416,2023-09-14 00:00:00,38.3,33.05,0.0,1
417,2023-09-14 01:00:00,28.8,29.94,0.0,1
418,2023-09-14 02:00:00,42.7,40.24,0.0,1
419,2023-09-14 03:00:00,43.8,44.04,0.0,1
420,2023-09-14 04:00:00,71.6,69.67,0.0,1
421,2023-09-14 05:00:00,86.4,87.56,0.0,1
422,2023-09-14 06:00:00,87.2,88.02,0.0,1
423,2023-09-14 07:00:00,100.7,107.42,7.2,1
424,2023-09-14 08:00:00,125.6,159.52,27.5,1
425,2023-09-14 09:00:00,154.3,201.82,45.3,1
426,2023-09-14 10:00:00,186.6,227.78,37.0,1
427,2023-09-14 11:00:00,168.8,235.44,65.0,1
428,2023-09-14 12:00:00,180.8,233.6,52.1,1
429,2023-09-14 13:00:00,198.9,231.57,32.5,1
430,2023-09-14 14:00:00,202.2,238.74,33.6,1
431,2023-09-14 15:00:00,212.1,232.75,19.8,1
432,2023-09-14 16:00:00,227.5,231.26,4.4,1
433,2023-09-14 17:00:00,211.1,217.27,2.3,1
434,2023-09-14 18:00:00,194.9,192.05,0.0,1
435,2023-09-14 19:00:00,183.5,180.27,0.0,1
436,2023-09-14 20:00:00,171.5,166.8,0.0,1
437,2023-09-14 21:00:00,126.5,121.51,0.0,1
438,2023-09-14 22:00:00,86.8,87.94,0.0,1
439,2023-09-14 23:00:00,58.1,59.15,0.0,1
440,2023-09-15 00:00:00,37.5,32.45,0.0,1
441,2023-09-15 01:00:00,29.0,30.07,0.0,1
442,2023-09-15 02:00:00,42.9,40.15,0.0,1
443,2023-09-15 03:00:00,43.2,44.35,0.0,1
444,2023-09-15 04:00:00,71.2,66.75,0.0,1
445,2023-09-15 05:00:00,86.2,87.27,0.0,1
446,2023-09-15 06:00:00,86.6,87.64,0.0,1
447,2023-09-15 07:00:00,111.3,106.24,0.0,1
448,2023-09-15 08:00:00,157.7,158.53,0.0,1
449,2023-09-15 09:00:00,189.3,202.54,8.7,1
450,2023-09-15 10:00:00,180.6,224.06,40.7,1
451,2023-09-15 11:00:00,125.6,233.75,107.3,1
452,2023-09-15 12:00:00,55.0,233.27,178.9,1
453,2023-09-15 13:00:00,112.0,233.4,120.5,1
454,2023-09-15 14:00:00,134.4,241.59,103.5,1
455,2023-09-15 15:00:00,202.1,245.78,39.6,1
456,2023-09-15 16:00:00,211.9,244.56,25.6,1
457,2023-09-15 17:00:00,206.6,218.47,9.8,1
458,2023-09-15 18:00:00,193.3,191.3,0.0,1
459,2023-09-15 19:00:00,185.9,182.47,0.0,1
460,2023-09-15 20:00:00,172.6,171.48,0.0,1
461,2023-09-15 21:00:00,129.7,127.69,0.0,1
462,2023-09-15 22:00:00,88.9,88.48,0.0,1
463,2023-09-15 23:00:00,56.9,57.83,0.0,1
464,2023-09-16 00:00:00,40.5,36.59,0.0,0
465,2023-09-16 01:00:00,41.6,37.33,0.0,0
466,2023-09-16 02:00:00,36.9,33.49,0.0,0
467,2023-09-16 03:00:00,36.8,33.06,0.0,0
468,2023-09-16 04:00:00,36.8,33.16,0.0,0
469,2023-09-16 05:00:00,31.2,30.17,0.0,0
470,2023-09-16 06:00:00,35.0,32.27,0.0,0
471,2023-09-16 07:00:00,31.7,35.23,1.2,0
472,2023-09-16 08:00:00,12.0,39.53,29.5,0
473,2023-09-16 09:00:00,2.1,44.35,64.8,0
474,2023-09-16 10:00:00,12.9,44.36,51.7,0
475,2023-09-16 11:00:00,38.4,44.37,4.1,0
476,2023-09-16 12:00:00,18.1,44.37,28.2,0
477,2023-09-16 13:00:00,43.0,44.38,0.9,0
478,2023-09-16 14:00:00,43.3,44.35,0.0,0
479,2023-09-16 15:00:00,35.9,44.37,6.6,0
480,2023-09-16 16:00:00,26.3,44.42,16.6,0
481,2023-09-16 17:00:00,25.6,44.36,17.0,0
482,2023-09-16 18:00:00,43.3,44.35,0.0,0
483,2023-09-16 19:00:00,43.2,44.4,0.0,0
484,2023-09-16 20:00:00,43.2,44.32,0.0,0
485,2023-09-16 21:00:00,43.2,44.4,0.0,0
486,2023-09-16 22:00:00,43.1,41.77,0.0,0
487,2023-09-16 23:00:00,41.1,34.46,0.0,0
488,2023-09-17 00:00:00,39.7,33.72,0.0,0
489,2023-09-17 01:00:00,40.0,33.77,0.0,0
490,2023-09-17 02:00:00,34.1,31.23,0.0,0
491,2023-09-17 03:00:00,33.3,30.17,0.0,0
492,2023-09-17 04:00:00,32.2,30.76,0.0,0
493,2023-09-17 05:00:00,30.4,29.96,0.0,0
494,2023-09-17 06:00:00,32.4,30.18,0.6,0
495,2023-09-17 07:00:00,9.9,33.34,22.6,0
496,2023-09-17 08:00:00,5.1,40.85,32.1,0
497,2023-09-17 09:00:00,0.0,44.35,67.9,0
498,2023-09-17 10:00:00,0.0,44.37,75.8,0
499,2023-09-17 11:00:00,0.0,44.37,85.6,0
500,2023-09-17 12:00:00,0.0,44.58,138.5,0
501,2023-09-17 13:00:00,0.0,44.82,97.5,0
502,2023-09-17 14:00:00,0.0,44.43,91.7,0
503,2023-09-17 15:00:00,0.0,44.49,82.7,0
504,2023-09-17 16:00:00,4.1,44.5,53.5,0
505,2023-09-17 17:00:00,8.7,44.42,38.6,0
506,2023-09-17 18:00:00,41.0,44.4,2.1,0
507,2023-09-17 19:00:00,43.4,44.33,0.0,0
508,2023-09-17 20:00:00,43.2,44.38,0.0,0
509,2023-09-17 21:00:00,43.2,44.34,0.0,0
510,2023-09-17 22:00:00,43.2,44.11,0.0,0
511,2023-09-17 23:00:00,40.8,36.57,0.0,0
512,2023-09-18 00:00:00,40.9,33.75,0.0,1
513,2023-09-18 01:00:00,28.9,30.12,0.0,1
514,2023-09-18 02:00:00,43.2,43.99,0.0,1
515,2023-09-18 03:00:00,43.2,44.33,0.0,1
516,2023-09-18 04:00:00,71.8,72.0,0.0,1
517,2023-09-18 05:00:00,86.4,87.54,0.0,1
518,2023-09-18 06:00:00,87.1,88.38,0.0,1
519,2023-09-18 07:00:00,100.0,111.19,9.2,1
520,2023-09-18 08:00:00,91.2,159.55,62.5,1
521,2023-09-18 09:00:00,83.5,200.88,114.1,1
522,2023-09-18 10:00:00,93.7,222.33,125.0,1
523,2023-09-18 11:00:00,54.7,238.95,182.5,1
524,2023-09-18 12:00:00,71.0,246.06,169.4,1
525,2023-09-18 13:00:00,96.1,245.71,144.1,1
526,2023-09-18 14:00:00,142.7,245.97,100.1,1
527,2023-09-18 15:00:00,144.6,246.1,96.3,1
528,2023-09-18 16:00:00,162.6,243.06,74.6,1
529,2023-09-18 17:00:00,195.3,217.79,22.8,1
530,2023-09-18 18:00:00,199.5,201.24,0.1,1
531,2023-09-18 19:00:00,183.8,183.26,0.0,1
532,2023-09-18 20:00:00,162.9,161.72,0.0,1
533,2023-09-18 21:00:00,122.5,120.59,0.0,1
534,2023-09-18 22:00:00,87.8,87.67,0.0,1
535,2023-09-18 23:00:00,58.0,59.08,0.0,1
536,2023-09-19 00:00:00,40.9,34.89,0.0,1
537,2023-09-19 01:00:00,28.8,30.05,0.0,1
538,2023-09-19 02:00:00,42.9,43.53,0.0,1
539,2023-09-19 03:00:00,43.2,44.35,0.0,1
540,2023-09-19 04:00:00,71.6,71.04,0.0,1
541,2023-09-19 05:00:00,86.2,87.36,0.0,1
542,2023-09-19 06:00:00,86.5,87.56,0.0,1
543,2023-09-19 07:00:00,99.8,109.53,6.3,1
544,2023-09-19 08:00:00,126.3,158.91,26.1,1
545,2023-09-19 09:00:00,151.2,202.24,47.9,1
546,2023-09-19 10:00:00,139.0,226.52,82.9,1
547,2023-09-19 11:00:00,155.0,235.13,78.7,1
548,2023-09-19 12:00:00,131.1,233.57,102.3,1
549,2023-09-19 13:00:00,127.4,232.06,105.0,1
550,2023-09-19 14:00:00,102.5,239.2,133.3,1
551,2023-09-19 15:00:00,114.5,232.36,120.1,1
552,2023-09-19 16:00:00,185.9,231.51,50.1,1
553,2023-09-19 17:00:00,192.6,203.49,25.7,1
554,2023-09-19 18:00:00,192.8,187.55,1.0,1
555,2023-09-19 19:00:00,184.0,172.84,0.0,1
556,2023-09-19 20:00:00,170.4,162.17,0.0,1
557,2023-09-19 21:00:00,125.4,116.36,0.0,1
558,2023-09-19 22:00:00,87.2,87.86,0.0,1
559,2023-09-19 23:00:00,57.9,58.96,0.0,1
560,2023-09-20 00:00:00,39.9,30.16,0.0,1
561,2023-09-20 01:00:00,28.8,30.01,0.0,1
562,2023-09-20 02:00:00,43.0,29.96,0.0,1
563,2023-09-20 03:00:00,43.3,30.08,0.0,1
564,2023-09-20 04:00:00,71.9,58.72,0.0,1
565,2023-09-20 05:00:00,86.2,86.94,0.0,1
566,2023-09-20 06:00:00,86.5,87.64,0.0,1
567,2023-09-20 07:00:00,110.3,103.59,0.1,1
568,2023-09-20 08:00:00,144.1,144.58,7.7,1
569,2023-09-20 09:00:00,180.6,202.42,19.0,1
570,2023-09-20 10:00:00,200.3,220.28,21.7,1
571,2023-09-20 11:00:00,212.3,231.49,22.0,1
572,2023-09-20 12:00:00,226.4,231.65,6.6,1
573,2023-09-20 13:00:00,214.6,231.44,16.4,1
574,2023-09-20 14:00:00,216.2,231.57,18.9,1
575,2023-09-20 15:00:00,223.9,231.69,10.4,1
576,2023-09-20 16:00:00,229.9,231.5,2.1,1
577,2023-09-20 17:00:00,214.6,203.08,0.7,1
578,2023-09-20 18:00:00,195.2,182.6,0.0,1
579,2023-09-20 19:00:00,186.0,174.16,0.0,1
580,2023-09-20 20:00:00,172.5,167.18,0.0,1
581,2023-09-20 21:00:00,128.9,116.95,0.0,1
582,2023-09-20 22:00:00,89.4,87.98,0.0,1
583,2023-09-20 23:00:00,58.1,59.18,0.0,1
584,2023-09-21 00:00:00,42.3,30.17,0.0,1
585,2023-09-21 01:00:00,29.1,29.96,0.0,1
586,2023-09-21 02:00:00,42.8,29.97,0.0,1
587,2023-09-21 03:00:00,43.2,30.0,0.0,1
588,2023-09-21 04:00:00,71.4,58.37,0.0,1
589,2023-09-21 05:00:00,86.1,86.97,0.0,1
590,2023-09-21 06:00:00,86.5,87.49,0.0,1
591,2023-09-21 07:00:00,110.6,101.43,0.0,1
592,2023-09-21 08:00:00,130.6,143.42,21.4,1
593,2023-09-21 09:00:00,179.6,201.96,18.0,1
594,2023-09-21 10:00:00,199.5,214.8,22.2,1
595,2023-09-21 11:00:00,169.5,231.45,62.2,1
596,2023-09-21 12:00:00,151.2,231.53,80.9,1
597,2023-09-21 13:00:00,154.0,231.55,76.5,1
598,2023-09-21 14:00:00,186.7,231.51,47.8,1
599,2023-09-21 15:00:00,191.3,230.93,41.7,1
600,2023-09-21 16:00:00,221.6,232.1,7.2,1
601,2023-09-21 17:00:00,208.3,202.05,3.4,1
602,2023-09-21 18:00:00,188.7,173.94,0.0,1
603,2023-09-21 19:00:00,181.3,174.13,0.0,1
604,2023-09-21 20:00:00,168.1,154.81,0.0,1
605,2023-09-21 21:00:00,122.9,115.66,0.0,1
606,2023-09-21 22:00:00,86.0,86.8,0.0,1
607,2023-09-21 23:00:00,57.6,58.7,0.0,1
608,2023-09-22 00:00:00,38.3,29.8,0.0,1
609,2023-09-22 01:00:00,28.9,30.01,0.0,1
610,2023-09-22 02:00:00,43.1,29.99,0.0,1
611,2023-09-22 03:00:00,43.8,30.57,0.0,1
612,2023-09-22 04:00:00,72.3,59.29,0.0,1
613,2023-09-22 05:00:00,86.4,87.56,0.0,1
614,2023-09-22 06:00:00,85.8,87.54,0.7,1
615,2023-09-22 07:00:00,87.3,94.41,18.3,1
616,2023-09-22 08:00:00,91.7,147.78,62.5,1
617,2023-09-22 09:00:00,64.4,202.75,134.0,1
618,2023-09-22 10:00:00,63.0,221.9,158.1,1
619,2023-09-22 11:00:00,89.4,231.91,144.8,1
620,2023-09-22 12:00:00,77.2,231.62,155.8,1
621,2023-09-22 13:00:00,99.5,231.65,132.8,1
622,2023-09-22 14:00:00,82.8,231.56,152.9,1
623,2023-09-22 15:00:00,102.8,231.45,130.6,1
624,2023-09-22 16:00:00,153.0,231.44,77.1,1
625,2023-09-22 17:00:00,190.4,203.11,20.3,1
626,2023-09-22 18:00:00,192.0,177.53,0.0,1
627,2023-09-22 19:00:00,184.4,173.33,0.0,1
628,2023-09-22 20:00:00,169.8,157.64,0.0,1
629,2023-09-22 21:00:00,126.2,116.81,0.0,1
630,2023-09-22 22:00:00,86.9,87.96,0.0,1
631,2023-09-22 23:00:00,58.0,58.85,0.0,1
632,2023-09-23 00:00:00,39.9,29.92,0.0,0
633,2023-09-23 01:00:00,35.2,29.9,0.0,0
634,2023-09-23 02:00:00,31.3,29.92,0.0,0
635,2023-09-23 03:00:00,30.9,29.91,0.0,0
636,2023-09-23 04:00:00,30.9,29.92,0.0,0
637,2023-09-23 05:00:00,29.6,29.94,0.0,0
638,2023-09-23 06:00:00,30.8,29.98,0.8,0
639,2023-09-23 07:00:00,22.3,29.99,10.6,0
640,2023-09-23 08:00:00,1.7,29.96,60.0,0
641,2023-09-23 09:00:00,0.0,29.81,100.7,0
642,2023-09-23 10:00:00,0.0,30.03,117.5,0
643,2023-09-23 11:00:00,0.0,29.7,122.4,0
644,2023-09-23 12:00:00,0.0,30.12,85.5,0
645,2023-09-23 13:00:00,0.0,29.86,91.5,0
646,2023-09-23 14:00:00,0.0,30.02,91.5,0
647,2023-09-23 15:00:00,8.9,29.94,45.0,0
648,2023-09-23 16:00:00,17.0,29.96,41.9,0
649,2023-09-23 17:00:00,39.1,29.98,3.4,0
650,2023-09-23 18:00:00,43.2,29.89,0.0,0
651,2023-09-23 19:00:00,43.2,29.92,0.0,0
652,2023-09-23 20:00:00,43.2,29.91,0.0,0
653,2023-09-23 21:00:00,43.2,29.91,0.0,0
654,2023-09-23 22:00:00,43.2,29.93,0.0,0
655,2023-09-23 23:00:00,36.6,29.95,0.0,0
656,2023-09-24 00:00:00,35.4,29.89,0.0,0
657,2023-09-24 01:00:00,36.1,29.98,0.0,0
658,2023-09-24 02:00:00,30.7,29.92,0.0,0
659,2023-09-24 03:00:00,30.7,29.92,0.0,0
660,2023-09-24 04:00:00,30.8,29.88,0.0,0
661,2023-09-24 05:00:00,29.2,29.91,0.0,0
662,2023-09-24 06:00:00,30.7,29.88,0.3,0
663,2023-09-24 07:00:00,14.9,29.93,21.5,0
664,2023-09-24 08:00:00,0.0,29.91,74.7,0
665,2023-09-24 09:00:00,0.0,29.94,117.2,0
666,2023-09-24 10:00:00,0.0,29.96,133.0,0
667,2023-09-24 11:00:00,0.0,29.93,160.1,0
668,2023-09-24 12:00:00,0.0,29.91,173.6,0
669,2023-09-24 13:00:00,0.0,29.93,161.5,0
670,2023-09-24 14:00:00,0.0,29.91,159.3,0
671,2023-09-24 15:00:00,0.0,29.96,113.6,0
672,2023-09-24 16:00:00,1.3,29.96,63.4,0
673,2023-09-24 17:00:00,25.5,29.96,15.2,0
674,2023-09-24 18:00:00,43.3,29.93,0.0,0
675,2023-09-24 19:00:00,43.3,30.07,0.0,0
676,2023-09-24 20:00:00,43.1,29.93,0.0,0
677,2023-09-24 21:00:00,43.3,29.96,0.0,0
678,2023-09-24 22:00:00,43.0,29.87,0.0,0
679,2023-09-24 23:00:00,37.6,29.94,0.0,0
680,2023-09-25 00:00:00,36.1,29.93,0.0,1
681,2023-09-25 01:00:00,28.8,29.94,0.0,1
682,2023-09-25 02:00:00,42.5,29.92,0.0,1
683,2023-09-25 03:00:00,43.9,30.14,0.0,1
684,2023-09-25 04:00:00,71.8,58.75,0.0,1
685,2023-09-25 05:00:00,86.4,87.52,0.0,1
686,2023-09-25 06:00:00,86.5,87.51,0.0,1
687,2023-09-25 07:00:00,95.8,96.0,11.5,1
688,2023-09-25 08:00:00,123.5,144.63,28.4,1
689,2023-09-25 09:00:00,149.2,201.71,48.1,1
690,2023-09-25 10:00:00,177.0,212.76,43.6,1
691,2023-09-25 11:00:00,178.8,231.13,52.8,1
692,2023-09-25 12:00:00,113.9,231.85,118.3,1
693,2023-09-25 13:00:00,141.7,231.48,89.2,1
694,2023-09-25 14:00:00,157.0,231.54,77.9,1
695,2023-09-25 15:00:00,121.5,231.54,110.0,1
696,2023-09-25 16:00:00,200.1,231.51,28.9,1
697,2023-09-25 17:00:00,207.3,202.34,5.3,1
698,2023-09-25 18:00:00,189.8,175.73,0.0,1
699,2023-09-25 19:00:00,179.7,171.39,0.0,1
700,2023-09-25 20:00:00,169.7,156.04,0.0,1
701,2023-09-25 21:00:00,126.8,118.41,0.0,1
702,2023-09-25 22:00:00,85.6,87.6,0.0,1
703,2023-09-25 23:00:00,58.7,60.29,0.0,1
704,2023-09-26 10:00:00,919.8,1018.06,158.4,1
705,2023-09-26 11:00:00,159.0,231.35,74.1,1
706,2023-09-26 12:00:00,130.5,231.5,101.8,1
707,2023-09-26 13:00:00,187.4,231.6,43.3,1
708,2023-09-26 14:00:00,196.0,231.66,63.2,1
