date,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
2020-08-25,0,0,0,0,0,0,172800,1641600,4080000,6566400,6259200,5462400,8918400,8880000,8265600,7132800,4992000,2092800,393600,0,0,0,0,0
2020-08-26,0,0,0,0,0,0,518400,1248000,144000,633600,1804800,3216000,1996800,931200,1075200,336000,19200,48000,0,0,0,0,0,0
2020-08-27,0,0,0,0,0,0,57600,460800,1526400,1603200,1324800,4377600,6787200,5212800,4704000,3897600,3014400,1756800,326400,0,0,0,0,0
2020-08-28,0,0,0,0,0,0,153600,1497600,3321600,6009600,8448000,9388800,9715200,8409600,6124800,6355200,4675200,2390400,307200,0,0,0,0,0
2020-08-29,0,0,0,0,0,0,0,470400,1497600,4713600,5654400,5001600,5875200,4656000,3878400,5328000,4531200,2352000,412800,0,0,0,0,0
2020-08-30,0,0,0,0,0,0,67200,998400,3523200,5395200,6633600,6825600,8544000,9859200,8851200,7516800,5769600,3552000,748800,0,0,0,0,0
2020-08-31,0,0,0,0,0,0,134400,1632000,4396800,6595200,7872000,9062400,8505600,6460800,8064000,4348800,624000,2380800,134400,0,0,0,0,0
2020-09-01,0,0,0,0,0,0,115200,1766400,4617600,6844800,7526400,8524800,8217600,4204800,2188800,1699200,1699200,988800,105600,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0,105600,691200,1392000,2064000,2236800,1334400,777600,643200,403200,96000,19200,0,0,0,0,0,0
2020-09-03,0,0,0,0,0,0,9600,1324800,3225600,6528000,6297600,7612800,5049600,6067200,6432000,5558400,4646400,2112000,297600,0,0,0,0,0
2020-09-04,0,0,0,0,0,0,144000,1392000,4099200,6835200,8227200,9264000,7075200,7804800,7516800,5328000,4051200,1363200,201600,0,0,0,0,0
2020-09-05,0,0,0,0,0,0,48000,739200,1852800,1689600,2611200,2640000,3744000,2284800,1123200,1219200,1180800,547200,9600,0,0,0,0,0
2020-09-06,0,0,0,0,0,0,28800,345600,940800,2035200,2275200,2803200,2332800,1420800,1161600,739200,470400,201600,9600,0,0,0,0,0
2020-09-07,0,0,0,0,0,0,0,124800,729600,1440000,2668800,2995200,1372800,979200,3168000,4809600,4944000,2054400,268800,0,0,0,0,0
2020-09-08,0,0,0,0,0,0,57600,710400,3475200,6739200,6105600,6067200,9187200,8140800,6633600,3244800,1987200,1526400,211200,0,0,0,0,0
2020-09-09,0,0,0,0,0,0,67200,1286400,4032000,2419200,2649600,2294400,7488000,9484800,7478400,5596800,2659200,585600,28800,0,0,0,0,0
2020-09-10,0,0,0,0,0,0,182400,1411200,2208000,4521600,6854400,5491200,8620800,5654400,6278400,5808000,2198400,1276800,19200,0,0,0,0,0
2020-09-11,0,0,0,0,0,0,0,172800,720000,681600,1449600,2668800,1123200,1372800,1056000,796800,710400,288000,0,0,0,0,0,0
2020-09-12,0,0,0,0,0,0,0,211200,1334400,2774400,3648000,6096000,4905600,6076800,6076800,5481600,4012800,1353600,124800,0,0,0,0,0
2020-09-13,0,0,0,0,0,0,0,547200,1900800,3868800,4473600,4761600,3369600,1814400,2544000,1238400,1440000,825600,19200,0,0,0,0,0
2020-09-14,0,0,0,0,0,0,38400,403200,3187200,5558400,5769600,4387200,9513600,8870400,6998400,7036800,4041600,1612800,144000,0,0,0,0,0
2020-09-15,0,0,0,0,0,0,163200,1248000,4377600,6720000,7574400,9264000,6979200,8246400,3417600,4732800,1968000,528000,28800,0,0,0,0,0
2020-09-16,0,0,0,0,0,0,0,48000,1113600,1987200,3446400,4924800,1814400,3014400,4512000,2534400,768000,124800,0,0,0,0,0,0
2020-09-17,0,0,0,0,0,0,9600,105600,460800,1699200,3110400,2198400,2496000,1958400,1574400,1344000,672000,163200,0,0,0,0,0,0
2020-09-18,0,0,0,0,0,0,9600,537600,1593600,1900800,4156800,6412800,7286400,7660800,6902400,4598400,3916800,1824000,172800,0,0,0,0,0
2020-09-19,0,0,0,0,0,0,96000,1440000,4089600,6220800,7776000,8784000,7920000,6384000,6585600,3897600,4358400,1574400,96000,0,0,0,0,0
2020-09-20,0,0,0,0,0,0,48000,835200,2390400,6576000,8553600,9619200,9571200,9024000,8659200,6758400,4358400,1632000,86400,0,0,0,0,0
2020-09-21,0,0,0,0,0,0,115200,1286400,3225600,4368000,7286400,7708800,8505600,9504000,8870400,6998400,4473600,1459200,19200,0,0,0,0,0
2020-09-22,0,0,0,0,0,0,19200,566400,1286400,2534400,4262400,4723200,5875200,8544000,8745600,6998400,4262400,1459200,76800,0,0,0,0,0
2020-09-23,0,0,0,0,0,0,38400,1372800,2083200,3590400,3427200,4022400,5078400,4934400,4742400,4531200,2073600,297600,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,48000,1017600,1564800,3744000,3513600,7603200,5750400,7728000,8707200,5952000,3513600,1008000,28800,0,0,0,0,0
2020-09-25,0,0,0,0,0,0,67200,1449600,4281600,7296000,9043200,10003200,8812800,9753600,7804800,6748800,3600000,729600,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,0,28800,912000,3561600,6720000,8572800,9532800,8352000,8236800,8640000,6835200,4099200,1420800,57600,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,48000,1084800,3436800,7161600,8707200,9686400,8659200,6835200,4953600,6585600,4022400,1276800,38400,0,0,0,0,0
2020-09-28,0,0,0,0,0,0,38400,1286400,3936000,7190400,8870400,9004800,9043200,9388800,7958400,6412800,4137600,1257600,28800,0,0,0,0,0
2020-09-29,0,0,0,0,0,0,28800,681600,2832000,5923200,8966400,7814400,7468800,8649600,6211200,6384000,3033600,729600,19200,0,0,0,0,0
2020-09-30,0,0,0,0,0,0,19200,1353600,3801600,6403200,7920000,8217600,8592000,7872000,6595200,5203200,3312000,921600,9600,0,0,0,0,0
2020-10-01,0,0,0,0,0,0,28800,480000,1267200,3273600,4934400,6681600,7776000,7209600,5980800,5616000,3513600,816000,0,0,0,0,0,0
2020-10-02,0,0,0,0,0,0,19200,777600,3206400,6230400,6518400,6278400,6537600,7411200,7411200,5529600,2726400,835200,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,230400,1785600,6393600,4819200,5606400,8553600,7497600,7708800,4838400,1689600,297600,0,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0,249600,547200,1084800,3043200,3945600,2966400,1238400,1219200,1248000,633600,268800,0,0,0,0,0,0
2020-10-05,0,0,0,0,0,0,48000,1584000,4684800,7248000,8928000,10128000,10588800,8985600,7987200,6038400,3196800,643200,9600,0,0,0,0,0
2020-10-06,0,0,0,0,0,0,38400,1785600,5030400,7718400,9360000,10262400,10540800,9974400,8841600,6854400,3753600,912000,0,0,0,0,0,0
2020-10-07,0,0,0,0,0,0,9600,1603200,4675200,6489600,8486400,9907200,9216000,8246400,6988800,5193600,3283200,316800,0,0,0,0,0,0
2020-10-08,0,0,0,0,0,0,19200,1190400,4406400,7411200,9120000,10051200,10272000,9705600,8457600,6489600,3763200,892800,0,0,0,0,0,0
2020-10-09,0,0,0,0,0,0,28800,1248000,4166400,7190400,8448000,9724800,10291200,9945600,8726400,6777600,3897600,960000,0,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,9600,1027200,3820800,7113600,8640000,9388800,9753600,9484800,8236800,6297600,3820800,758400,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,0,9600,336000,2985600,6614400,5616000,8870400,7478400,8006400,8217600,6172800,1843200,662400,0,0,0,0,0,0
2020-10-12,0,0,0,0,0,0,38400,844800,2880000,4128000,8256000,9571200,10089600,9571200,7929600,5376000,2601600,326400,0,0,0,0,0,0
2020-10-13,0,0,0,0,0,0,0,432000,1411200,2736000,4358400,7257600,5356800,3091200,2688000,2179200,1324800,758400,0,0,0,0,0,0
2020-10-14,0,0,0,0,0,0,0,384000,2524800,5827200,3657600,6748800,8102400,8880000,8016000,6048000,3148800,585600,0,0,0,0,0,0
2020-10-15,0,0,0,0,0,0,0,441600,2112000,5001600,9072000,9945600,10435200,8188800,4982400,4041600,844800,153600,0,0,0,0,0,0
2020-10-16,0,0,0,0,0,0,0,259200,720000,1497600,1814400,3436800,2208000,2323200,3244800,1526400,384000,28800,0,0,0,0,0,0
2020-10-17,0,0,0,0,0,0,9600,1315200,4089600,6633600,8486400,9321600,9292800,9225600,7977600,6038400,3129600,566400,0,0,0,0,0,0
2020-10-18,0,0,0,0,0,0,9600,1276800,4185600,6854400,8380800,8400000,9609600,9187200,8131200,5596800,1968000,316800,0,0,0,0,0,0
2020-10-19,0,0,0,0,0,0,0,508800,2860800,5904000,7353600,8217600,9696000,8697600,7814400,5654400,2601600,499200,0,0,0,0,0,0
2020-10-20,0,0,0,0,0,0,0,1142400,4128000,6816000,8352000,9254400,9177600,8592000,7315200,5078400,2582400,393600,0,0,0,0,0,0
2020-10-21,0,0,0,0,0,0,0,374400,1372800,2611200,2832000,1651200,1804800,643200,729600,384000,0,0,0,0,0,0,0,0
2020-10-22,0,0,0,0,0,0,0,307200,1401600,2246400,3657600,5500800,3388800,4214400,2966400,2457600,1488000,451200,0,0,0,0,0,0
2020-10-23,0,0,0,0,0,0,0,432000,2688000,6124800,6403200,7056000,6921600,9456000,4089600,2640000,1142400,153600,0,0,0,0,0,0
2020-10-24,0,0,0,0,0,0,0,585600,3168000,5328000,8371200,10396800,10636800,10099200,8668800,6480000,3360000,403200,0,0,0,0,0,0
2020-10-25,0,0,0,0,0,0,0,1046400,3619200,6700800,8678400,8016000,8188800,7507200,5078400,2947200,2304000,220800,0,0,0,0,0,0
2020-10-26,0,0,0,0,0,0,0,1104000,4281600,6393600,7008000,9484800,9724800,9312000,6768000,4406400,1401600,384000,0,0,0,0,0,0
2020-10-27,0,0,0,0,0,0,0,681600,2851200,4944000,6998400,8169600,8294400,7468800,6643200,4166400,1824000,240000,0,0,0,0,0,0
2020-10-28,0,0,0,0,0,0,0,134400,758400,2140800,3763200,3705600,5116800,4963200,3840000,5241600,3043200,288000,0,0,0,0,0,0
2020-10-29,0,0,0,0,0,0,0,1200000,4416000,7008000,8784000,8966400,8803200,9446400,7728000,5846400,2582400,278400,0,0,0,0,0,0
2020-10-30,0,0,0,0,0,0,0,969600,4003200,6672000,8467200,9398400,9475200,8928000,7564800,5385600,2332800,163200,0,0,0,0,0,0
2020-10-31,0,0,0,0,0,0,0,806400,3772800,6326400,8236800,9408000,9417600,8736000,7526400,3907200,2352000,211200,0,0,0,0,0,0
2020-11-01,0,0,0,0,0,0,0,19200,739200,624000,787200,979200,1075200,940800,604800,700800,115200,19200,0,0,0,0,0,0
2020-11-02,0,0,0,0,0,0,0,192000,1248000,1728000,2688000,4857600,6019200,7344000,5462400,3696000,1689600,172800,0,0,0,0,0,0
2020-11-03,0,0,0,0,0,0,0,729600,3868800,6614400,6912000,8054400,7881600,8217600,6729600,4224000,1372800,105600,0,0,0,0,0,0
2020-11-04,0,0,0,0,0,0,0,777600,4051200,6931200,8630400,10089600,10464000,9888000,8361600,6048000,2736000,192000,0,0,0,0,0,0
2020-11-05,0,0,0,0,0,0,0,412800,2025600,6518400,8169600,9580800,6883200,4876800,4243200,2956800,2006400,48000,0,0,0,0,0,0
2020-11-06,0,0,0,0,0,0,0,48000,211200,403200,1344000,873600,1488000,1459200,1161600,787200,316800,0,0,0,0,0,0,0
2020-11-07,0,0,0,0,0,0,0,124800,854400,2102400,6096000,7536000,8572800,7996800,6566400,4060800,1401600,105600,0,0,0,0,0,0
2020-11-08,0,0,0,0,0,0,0,633600,3513600,6009600,7152000,9196800,9744000,9340800,8064000,5779200,2467200,134400,0,0,0,0,0,0
2020-11-09,0,0,0,0,0,0,0,604800,3628800,6777600,8832000,9955200,10051200,8793600,6432000,4521600,1804800,86400,0,0,0,0,0,0
2020-11-10,0,0,0,0,0,0,0,432000,2956800,5184000,6739200,8352000,8755200,7795200,6086400,4329600,1900800,105600,0,0,0,0,0,0
2020-11-11,0,0,0,0,0,0,0,528000,2832000,4444800,5798400,6499200,6681600,6153600,5174400,3609600,1603200,86400,0,0,0,0,0,0
2020-11-12,0,0,0,0,0,0,0,460800,2928000,5395200,7094400,7852800,8016000,7641600,6364800,4416000,1756800,76800,0,0,0,0,0,0
2020-11-13,0,0,0,0,0,0,0,422400,2774400,5232000,6816000,7651200,7756800,7152000,5836800,3801600,1344000,67200,0,0,0,0,0,0
2020-11-14,0,0,0,0,0,0,0,288000,2275200,4867200,6585600,7315200,7488000,7142400,5894400,3273600,1891200,67200,0,0,0,0,0,0
2020-11-15,0,0,0,0,0,0,0,144000,2198400,4704000,6019200,7545600,7814400,7276800,6144000,4300800,1670400,67200,0,0,0,0,0,0
2020-11-16,0,0,0,0,0,0,0,182400,2496000,5212800,6825600,7526400,7296000,6220800,5913600,4022400,1132800,28800,0,0,0,0,0,0
2020-11-17,0,0,0,0,0,0,0,19200,883200,5097600,4560000,7392000,9033600,7641600,2150400,835200,374400,48000,0,0,0,0,0,0
2020-11-18,0,0,0,0,0,0,0,86400,796800,2323200,4800000,3043200,1756800,2035200,1276800,672000,374400,48000,0,0,0,0,0,0
2020-11-19,0,0,0,0,0,0,0,28800,9600,115200,220800,777600,883200,1094400,326400,691200,288000,0,0,0,0,0,0,0
2020-11-20,0,0,0,0,0,0,0,0,345600,988800,1526400,1094400,1219200,988800,1027200,566400,172800,0,0,0,0,0,0,0
2020-11-21,0,0,0,0,0,0,0,364800,3014400,6153600,8198400,9014400,7459200,4406400,4579200,1180800,163200,0,0,0,0,0,0,0
2020-11-22,0,0,0,0,0,0,0,0,556800,1689600,2102400,1584000,1113600,720000,614400,316800,9600,0,0,0,0,0,0,0
2020-11-23,0,0,0,0,0,0,0,19200,384000,633600,1017600,1372800,3494400,3052800,4377600,3907200,739200,0,0,0,0,0,0,0
2020-11-24,0,0,0,0,0,0,0,153600,1315200,4358400,3465600,8659200,9868800,9379200,8016000,5404800,1910400,38400,0,0,0,0,0,0
2020-11-25,0,0,0,0,0,0,0,240000,2678400,5904000,7968000,8889600,9254400,8908800,7536000,5011200,1584000,38400,0,0,0,0,0,0
2020-11-26,0,0,0,0,0,0,0,67200,1142400,2688000,6796800,8035200,8275200,6912000,6441600,4233600,1276800,19200,0,0,0,0,0,0
2020-11-27,0,0,0,0,0,0,0,48000,1113600,3724800,3475200,1900800,1718400,1065600,3216000,1171200,268800,0,0,0,0,0,0,0
2020-11-28,0,0,0,0,0,0,0,19200,892800,710400,1315200,3782400,7497600,6902400,2928000,864000,278400,0,0,0,0,0,0,0
2020-11-29,0,0,0,0,0,0,0,38400,816000,2582400,4233600,3216000,1670400,4060800,2736000,2822400,844800,19200,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0,57600,816000,2736000,7641600,8822400,6336000,4435200,4857600,2323200,499200,9600,0,0,0,0,0,0
2020-12-01,0,0,0,0,0,0,0,163200,2496000,5328000,7929600,9216000,9580800,9043200,7334400,5001600,1728000,28800,0,0,0,0,0,0
2020-12-02,0,0,0,0,0,0,0,105600,1977600,3475200,5616000,5529600,4915200,8188800,7017600,4953600,1737600,38400,0,0,0,0,0,0
2020-12-03,0,0,0,0,0,0,0,0,278400,1123200,4425600,6777600,9110400,8774400,6806400,3657600,921600,28800,0,0,0,0,0,0
2020-12-04,0,0,0,0,0,0,0,211200,2668800,3916800,6403200,6172800,4924800,5894400,4233600,3811200,1632000,38400,0,0,0,0,0,0
2020-12-05,0,0,0,0,0,0,0,153600,1632000,4560000,7296000,8524800,8928000,4732800,4780800,4320000,1190400,28800,0,0,0,0,0,0
2020-12-06,0,0,0,0,0,0,0,105600,2035200,4742400,7353600,8534400,9081600,8620800,7267200,4656000,1555200,38400,0,0,0,0,0,0
2020-12-07,0,0,0,0,0,0,0,0,28800,134400,672000,3446400,6921600,5385600,2515200,1113600,76800,0,0,0,0,0,0,0
2020-12-08,0,0,0,0,0,0,0,67200,1622400,2649600,6182400,5971200,6316800,2534400,1910400,1814400,518400,19200,0,0,0,0,0,0
2020-12-09,0,0,0,0,0,0,0,96000,2054400,4963200,7776000,9004800,9177600,8563200,7363200,4761600,1680000,28800,0,0,0,0,0,0
2020-12-10,0,0,0,0,0,0,0,0,48000,451200,1612800,1824000,2246400,4713600,3628800,3120000,787200,38400,0,0,0,0,0,0
2020-12-11,0,0,0,0,0,0,0,9600,403200,3196800,4272000,4060800,2745600,3120000,777600,585600,153600,0,0,0,0,0,0,0
2020-12-12,0,0,0,0,0,0,0,19200,1113600,3820800,6374400,7737600,8659200,8361600,7267200,4521600,1516800,38400,0,0,0,0,0,0
2020-12-13,0,0,0,0,0,0,0,19200,979200,2198400,3139200,4137600,3638400,2784000,2592000,38400,9600,0,0,0,0,0,0,0
2020-12-14,0,0,0,0,0,0,0,0,38400,57600,134400,259200,144000,220800,76800,0,0,0,0,0,0,0,0,0
2020-12-15,0,0,0,0,0,0,0,0,9600,230400,499200,825600,1670400,3283200,5059200,4780800,1843200,38400,0,0,0,0,0,0
2020-12-16,0,0,0,0,0,0,0,28800,1449600,4828800,7670400,6835200,8640000,9206400,7766400,4905600,931200,38400,0,0,0,0,0,0
2020-12-17,0,0,0,0,0,0,0,19200,1161600,4857600,7699200,8793600,8966400,8966400,7756800,5078400,1862400,57600,0,0,0,0,0,0
2020-12-18,0,0,0,0,0,0,0,19200,1046400,3657600,5856000,5836800,5174400,4809600,3052800,2044800,249600,28800,0,0,0,0,0,0
2020-12-19,0,0,0,0,0,0,0,0,1401600,5097600,8121600,9667200,10137600,9715200,8313600,5232000,1132800,38400,0,0,0,0,0,0
2020-12-20,0,0,0,0,0,0,0,0,422400,1699200,3763200,7065600,4742400,3868800,2928000,2668800,2275200,38400,0,0,0,0,0,0
2020-12-21,0,0,0,0,0,0,0,0,307200,2400000,3340800,5760000,6230400,4915200,4387200,1516800,825600,38400,0,0,0,0,0,0
2020-12-22,0,0,0,0,0,0,0,0,192000,854400,3177600,6134400,6883200,6902400,5347200,3052800,1132800,48000,0,0,0,0,0,0
2020-12-23,0,0,0,0,0,0,0,9600,633600,1824000,2601600,3696000,4838400,3849600,5404800,3945600,844800,28800,0,0,0,0,0,0
2020-12-24,0,0,0,0,0,0,0,0,633600,2438400,5318400,7353600,8515200,7545600,4857600,4521600,1747200,76800,0,0,0,0,0,0
2020-12-25,0,0,0,0,0,0,0,0,988800,2092800,6940800,7344000,6364800,8601600,7872000,5318400,1929600,105600,0,0,0,0,0,0
2020-12-26,0,0,0,0,0,0,0,19200,1497600,3897600,6700800,8256000,8659200,8313600,7036800,4598400,1824000,105600,0,0,0,0,0,0
2020-12-27,0,0,0,0,0,0,0,0,163200,499200,787200,1104000,1190400,931200,787200,441600,134400,0,0,0,0,0,0,0
2020-12-28,0,0,0,0,0,0,0,0,432000,1497600,2908800,7497600,7958400,8880000,7641600,5068800,2035200,96000,0,0,0,0,0,0
2020-12-29,0,0,0,0,0,0,0,0,345600,1257600,5280000,6172800,1219200,614400,451200,134400,48000,0,0,0,0,0,0,0
2020-12-30,0,0,0,0,0,0,0,0,163200,172800,1372800,2016000,1344000,1430400,1065600,1161600,220800,0,0,0,0,0,0,0
2020-12-31,0,0,0,0,0,0,0,0,0,192000,384000,604800,307200,182400,28800,211200,28800,0,0,0,0,0,0,0
